Country_of_Operator,Users,Purpose,Class_of_Orbit,Type_of_Orbit,Perigee_km,Apogee_km,Eccentricity,Period_minutes,Launch_Site,Launch_Mass_kg,Inclination_radians
Saudi Arabia,Commercial,Technology Development,LEO,Sun-Synchronous,697.0,747.0,0.00353,99.2,Baikonur Cosmodrome,12.0,1.710422667
Saudi Arabia,Commercial,Technology Development,LEO,Sun-Synchronous,696.0,780.0,0.00591,99.6,Baikonur Cosmodrome,12.0,1.712167996
Saudi Arabia,Commercial,Communications,LEO,Sun-Synchronous,652.0,714.0,0.0044,98.4,Baikonur Cosmodrome,12.0,1.706932008
Saudi Arabia,Commercial,Communications,LEO,Sun-Synchronous,649.0,746.0,0.00686,98.7,Baikonur Cosmodrome,12.0,1.706932008
Saudi Arabia,Commercial,Communications,LEO,Sun-Synchronous,651.0,725.0,0.00524,98.5,Baikonur Cosmodrome,12.0,1.706932008
Saudi Arabia,Commercial,Communications,LEO,Sun-Synchronous,648.0,758.0,0.00778,98.8,Baikonur Cosmodrome,12.0,1.706932008
Saudi Arabia,Commercial,Communications,LEO,Sun-Synchronous,650.0,736.0,0.00609,98.6,Baikonur Cosmodrome,12.0,1.706932008
Saudi Arabia,Government,Scientific Research,LEO,Intermediate,603.0,702.0,0.00705,97.8,Baikonur Cosmodrome,10.0,1.127482697
Saudi Arabia,Government,Remote Sensing/Research,LEO,Sun-Synchronous,696.0,734.0,0.00268,99.1,Baikonur Cosmodrome,35.0,1.708677338
Saudi Arabia,Government,Earth Observation/Research,LEO,,656.0,677.0,0.00149,98.1,Baikonur Cosmodrome,200.0,1.706932008
USA,Military,Early Warning,GEO,,35778.0,35795.0,0.0002,1436.11,Cape Canaveral,4500.0,0.112573737
USA,Military,Early Warning,GEO,,35770.0,35790.0,0.00024,1436.11,Cape Canaveral,4500.0,0.112573737
USA,Military,Reconnaissance,LEO,,538.0,541.0,0.00022,95.43,Vandenberg AFB,1031.0,1.710248134
USA,Military,Electronic Surveillance/Ocean,LEO,Intermediate,1100.0,1100.0,0.0,107.26,Vandenberg AFB,5000.0,1.099557429
USA,Military,Electronic Surveillance/Ocean,LEO,Intermediate,1100.0,1100.0,0.0,107.26,Vandenberg AFB,5000.0,1.099557429
USA,Military,Electronic Surveillance/Ocean,LEO,Intermediate,1013.0,1200.0,0.01251,107.4,Vandenberg AFB,5000.0,1.106538746
USA,Military,Electronic Surveillance/Ocean,LEO,Intermediate,1011.0,1202.0,0.01277,107.4,Vandenberg AFB,5000.0,1.106538746
USA,Military,Electronic Surveillance/Ocean,LEO,Intermediate,1016.0,1203.0,0.0125,107.4,Cape Canaveral,5000.0,1.106538746
USA,Military,Electronic Surveillance/Ocean,LEO,Intermediate,1017.0,1203.0,0.01243,107.4,Cape Canaveral,5000.0,1.106538746
USA,Military,Electronic Surveillance/Ocean,LEO,Intermediate,1015.0,1200.0,0.01237,107.4,Cape Canaveral,5000.0,1.106538746
USA,Military,Electronic Surveillance/Ocean,LEO,Intermediate,1016.0,1201.0,0.01237,107.4,Cape Canaveral,5000.0,1.106538746
USA,Military,Electronic Surveillance/Ocean,LEO,Intermediate,1014.0,1201.0,0.0125,107.4,Vandenberg AFB,5000.0,1.106538746
USA,Military,Electronic Surveillance/Ocean,LEO,Intermediate,1019.0,1205.0,0.01243,107.5,Vandenberg AFB,,1.106538746
USA,Military,Electronic Surveillance/Ocean,LEO,,1012.0,1203.0,0.01277,107.4,Vandenberg AFB,6500.0,1.106538746
USA,Military,Electronic Surveillance/Ocean,LEO,,1012.0,1203.0,0.01277,107.4,Vandenberg AFB,6500.0,1.106538746
Brazil,Government,Meteorology/Earth Observation,LEO,Intermediate,716.0,776.0,0.00422,99.7,Cape Canaveral,110.0,0.436332313
Brazil,Government,Meteorology/Earth Observation,LEO,Intermediate,735.0,760.0,0.00176,99.8,Cape Canaveral,110.0,0.436332313
Canada,Government,Space Science,LEO,Intermediate,638.0,649.0,0.00078,97.6,Vandenberg AFB,150.0,1.289798317
USA,Government,Space Science,GEO,,35779.0,35791.0,0.00014,1436.03,Cape Canaveral,3100.0,0.488692191
USA,Military,Electronic Surveillance,GEO,,35758.0,35815.0,0.00068,1436.13,Cape Canaveral,,0.044854962
USA,Military,Communications,GEO,,35761.0,35812.0,0.0006,1436.1,Cape Canaveral,,0.043807764
USA,Military,Communications,Elliptical,Molniya,500.0,39850.0,0.74119,717.7,Cape Canaveral,,1.106538746
USA,Military,Communications,Elliptical,Molniya,400.0,39966.0,0.74504,718.0,Cape Canaveral,,1.047197551
USA,Military,Communications,GEO,,35770.0,35803.0,0.00039,14.36,Cape Canaveral,,0.085870199
USA,Military,Electronic Surveillance,GEO,,35771.0,35805.0,0.0004,23.94,Cape Canaveral,,0.085695666
Japan,Government,Technology Development,LEO,Sun-Synchronous,661.0,673.0,0.00085,98.1,Tanegashima Space Center,50.0,1.713913325
Japan,Civil,Technology Development,LEO,Sun-Synchronous,607.0,627.0,0.00143,97.0,Sriharikota Launch Station,3.0,1.706932008
USA,Commercial,Communications,GEO,,35781.0,35793.0,0.00014,1436.1,Baikonur Cosmodrome,,0.000872665
USA,Commercial,Communications,GEO,,35778.0,35798.0,0.00024,1436.19,Guiana Space Center,3200.0,0.000174533
USA,Commercial,Communications,GEO,,35850.0,35852.0,2e-05,1439.41,Baikonur Cosmodrome,3112.0,0.000872665
USA,Commercial,Communications,GEO,,35781.0,35792.0,0.00013,1436.1,Baikonur Cosmodrome,,0.000872665
USA,Commercial,Communications,GEO,,35783.0,35791.0,9e-05,1436.12,Baikonur Cosmodrome,6007.0,0.002268928
USA,Commercial,Communications,GEO,,35757.0,35816.0,0.0007,1436.09,Baikonur Cosmodrome,6140.0,0.002268928
USA,Commercial,Communications,GEO,,35783.0,35790.0,8e-05,1436.1,Baikonur Cosmodrome,4007.0,0.000523599
USA,Commercial,Communications,GEO,,35777.0,35795.0,0.00021,1436.07,Cape Canaveral,3138.0,0.000349066
China (PR),Government,Space Physics,LEO,Sun-Synchronous,686.0,703.0,0.0012,98.7,Jiuquan Satellite Launch Center,,1.712167996
China (PR),Government,Technology Development,LEO,Sun-Synchronous,686.0,704.0,0.00127,98.7,Jiuquan Satellite Launch Center,,1.713913325
China (PR),Government,Technology Development,LEO,Sun-Synchronous,688.0,703.0,0.00106,98.7,Jiuquan Satellite Launch Center,,1.713913325
China (PR),Government,Technology Development,LEO,Sun-Synchronous,689.0,704.0,0.00106,98.7,Jiuquan Satellite Launch Center,,1.712167996
China (PR),Government,Technology Development,LEO,Sun-Synchronous,583.0,601.0,0.00129,96.5,Jiuquan Satellite Launch Center,,1.705186679
China (PR),Government,Technology Development,LEO,Sun-Synchronous,661.0,673.0,0.00085,98.08,Taiyuan Launch Center,,1.711469865
China (PR),Government,Technology Development,LEO,Sun-Synchronous,599.0,616.0,0.00122,96.85,Jiuquan Satellite Launch Center,,1.308647873
China (PR),Government,Space Physics,LEO,Sun-Synchronous,579.0,606.0,0.00194,96.5,Taiyuan Launch Center,,1.706932008
China (PR),Government,Space Physics,LEO,Sun-Synchronous,587.0,598.0,0.00079,96.5,Taiyuan Launch Center,,1.706932008
China (PR),Government,Space Physics,LEO,Sun-Synchronous,591.0,594.0,0.00022,96.5,Taiyuan Launch Center,,1.705186679
China (PR),Government,Space Physics,LEO,Sun-Synchronous,594.0,595.0,7e-05,96.6,Taiyuan Launch Center,,1.705186679
China (PR),Government,Space Physics,LEO,Sun-Synchronous,581.0,607.0,0.00187,96.6,Taiyuan Launch Center,,1.70344135
China (PR),Government,Space Physics,LEO,Sun-Synchronous,578.0,603.0,0.0018,96.5,Taiyuan Launch Center,,1.70344135
China (PR),Government,Reconnaissance,LEO,Sun-Synchronous,584.0,603.0,0.00136,96.6,Taiyuan Launch Center,,1.705186679
China (PR),Government,Reconnaissance,LEO,Sun-Synchronous,586.0,602.0,0.00115,96.6,Taiyuan Launch Center,,1.705186679
China (PR),Government,Space Physics,LEO,Sun-Synchronous,534.0,591.0,0.00411,95.9,Jiuquan Satellite Launch Center,,1.705186679
China (PR),Government,Technology Development,LEO,,623.0,650.0,0.00193,97.44,Taiyuan Launch Center,,1.710248134
China (PR),Government,Technology Development,LEO,,624.0,651.0,0.00193,97.46,Taiyuan Launch Center,,1.710248134
China (PR),Government,Remote Sensing,LEO,Sun-Synchronous,586.0,601.0,0.00108,96.6,Xichang Satellite Launch Center,204.0,1.701696021
China (PR),Government,Remote Sensing/Research,LEO,Sun-Synchronous,785.0,803.0,0.00126,100.8,Jiuquan Satellite Launch Center,300.0,1.719149313
China (PR),Government,Remote Sensing/Research,LEO,Sun-Synchronous,784.0,802.0,0.00126,100.7,Jiuquan Satellite Launch Center,300.0,1.717403984
China (PR),Government,Remote Sensing/Research,LEO,,739.0,755.0,0.00112,99.7,Jiuquan Satellite Launch Center,204.0,1.708677338
China (PR),Military,Technology Development,LEO,Sun-Synchronous,668.0,672.0,0.00028,98.15,Taiyuan Launch Center,,1.711469865
Ukraine,Government,Earth Observation,LEO,Sun-Synchronous,684.0,701.0,0.0012,98.6,Dombarovsky Launch Facility,169.0,1.713913325
Italy,Military,Communications,GEO,,35769.0,35802.0,0.00039,1436.06,Guiana Space Center,2596.0,0.017627825
Italy,Military/Commercial,Communications,GEO,,35788.0,35802.0,0.00017,1436.52,Sea Launch (Odyssey),3038.0,0.000698132
Iran,Government,Communications/Research,LEO,Sun-Synchronous,681.0,703.0,0.00156,98.6,Plesetsk Cosmodrome,170.0,1.708677338
China (PR),Commercial,Communications,GEO,,35794.0,35796.0,2e-05,1436.1,Xichang Satellite Launch Center,5000.0,0.005235988
USA,Commercial,Communications,Elliptical,,23783.0,47100.0,0.27883,1418.5,Baikonur Cosmodrome,3727.0,1.104793417
USA,Commercial,Communications,Elliptical,,12849.0,47048.0,0.47082,1148.43,Baikonur Cosmodrome,3792.0,1.104793417
USA,Commercial,Communications,Elliptical,,6179.0,47086.0,0.61976,994.83,Baikonur Cosmodrome,3727.0,1.106538746
Sweden,Commercial,Communications,GEO,,35776.0,35795.0,0.00023,1436.1,Baikonur Cosmodrome,4400.0,0.000698132
USA,Commercial,Communications,GEO,,35774.0,35798.0,0.00028,1436.0,Baikonur Cosmodrome,5800.0,0.0
USA,Commercial,Communications,GEO,,35785.0,35791.0,7e-05,1436.16,Baikonur Cosmodrome,6020.0,0.001396263
USA,Commercial,Communications,GEO,,35779.0,35795.0,0.00019,1436.12,Baikonur Cosmodrome,5983.0,0.000523599
United Kingdom,Military,Communications,GEO,,35775.0,35797.0,0.00026,1436.07,Guiana Space Center,1474.0,0.164584548
United Kingdom,Military,Communications,GEO,,35774.0,35797.0,0.00027,1436.06,Guiana Space Center,1510.0,0.08709193
United Kingdom,Military,Communications,GEO,,35773.0,35801.0,0.00033,1436.15,Guiana Space Center,1510.0,0.056374135
United Kingdom,Military,Communications,GEO,,35771.0,35802.0,0.00037,1436.1,Guiana Space Center,4700.0,0.00122173
United Kingdom,Military,Communications,GEO,,35700.0,35803.0,0.00122,1436.1,Guiana Space Center,4635.0,0.00122173
United Kingdom,Military,Communications,GEO,,35770.0,35803.0,0.00039,1436.1,Guiana Space Center,4600.0,0.009250245
United Kingdom,Military,Communications,GEO,,35786.0,35793.0,8e-05,1436.24,Guiana Space Center,4638.0,0.00122173
USA,Commercial,Remote Sensing,LEO,,567.0,599.0,0.0023,96.34,Dombarovsky Launch Facility,,1.707106541
USA,Commercial,Communications,GEO,,35782.0,35791.0,0.00011,1436.09,Baikonur Cosmodrome,5360.0,0.105766953
USA,Military,Communications,Elliptical,,1200.0,11600.0,0.4072,240.0,Vandenberg AFB,,1.106538746
USA,Military,Technology Development,LEO,,495.0,791.0,0.0211,97.5,Vandenberg AFB,4.5,1.127482697
USA,Military,Technology Development,LEO,,483.0,789.0,0.02184,97.4,Vandenberg AFB,3.0,1.127482697
USA,Military,Technology Development,LEO,,443.0,886.0,0.03149,98.0,Vandenberg AFB,5.0,2.09963109
USA,Military,Technology Development,LEO,,443.0,886.0,0.03149,98.0,Vandenberg AFB,5.0,2.09963109
ESA,Government,Earth Observation,LEO,Sun-Synchronous,759.0,760.0,7e-05,100.0,Plesetsk Cosmodrome,658.0,1.717403984
USA,Military,Communications,LEO,,443.0,886.0,0.03149,98.0,Vandenberg AFB,,2.09963109
Japan,Civil,Technology Development,LEO,Sun-Synchronous,657.0,665.0,0.00057,98.0,Tanegashima Space Center,50.0,1.712167996
USA,Government/Civil,Astrophysics,LEO,Intermediate,600.0,633.0,0.00236,97.0,Cape Canaveral,315.0,0.698131701
USA,Commercial,Communications,GEO,,35785.0,35787.0,2e-05,1436.1,Guiana Space Center,6100.0,0.001047198
USA,Commercial,Communications,GEO,,35785.0,35787.0,2e-05,1436.1,Sea Launch (Odyssey),5993.0,0.000872665
USA,Commercial,Communications,GEO,,35785.0,35787.0,2e-05,1436.1,Guiana Space Center,5993.0,0.000698132
Spain,Military,Communications,GEO,,35745.0,35826.0,0.00096,1436.1,Guiana Space Center,3680.0,0.001047198
Multinational,Government,Astrophysics,Elliptical,,1000.0,330000.0,0.95712,0.22,Baikonur Cosmodrome,3660.0,0.898146433
France,Military,Technology Development,Elliptical,,608.0,35717.0,0.71556,637.65,Guiana Space Center,117.0,0.033859387
France,Military,Technology Development,Elliptical,,627.0,35697.0,0.71478,637.64,Guiana Space Center,117.0,0.033510322
France/Belgium/Sweden,Commercial,Earth Observation,LEO,Sun-Synchronous,824.0,826.0,0.00014,101.4,Guiana Space Center,3030.0,1.720894642
France/Belgium/Sweden,Commercial,Earth Observation,LEO,Sun-Synchronous,696.0,699.0,0.00021,98.73,Sriharikota Launch Station,720.0,1.713913325
India,Civil,Technology Development,LEO,,850.0,868.0,0.00124,102.1,Sriharikota Launch Station,10.9,0.34906585
Chile,Government/Military,Earth Observation,LEO,,622.0,624.0,0.00014,97.2,Guiana Space Center,117.0,1.710422667
Singapore/Taiwan,Commercial,Communications,GEO,,35783.0,35791.0,9e-05,1436.12,Guiana Space Center,5090.0,0.000349066
Brazil,Commercial,Communications,GEO,,35703.0,35778.0,0.00089,1436.0,Guiana Space Center,4100.0,0.000523599
Brazil,Commercial,Communications,GEO,,35776.0,35796.0,0.00024,1436.1,Guiana Space Center,4100.0,0.001047198
Brazil,Commercial,Communications,GEO,,35791.0,35848.0,0.00068,1437.78,Guiana Space Center,3225.0,0.000349066
USA,Military,Remote Sensing,LEO,,500.0,506.0,0.00044,94.6,Wallops Island Flight Facility,3.0,0.706858347
USA,Military,Technology Development,LEO,Sun-Synchronous,650.0,650.0,0.0,97.73,Kodiak Launch Complex,180.0,1.256637061
USA,Military,Technology Development,LEO,,497.0,507.0,0.00073,94.66,Wallops Island Flight Facility,137.0,0.70703288
United Kingdom,Commercial,Technology Development,LEO,Sun-Synchronous,772.0,783.0,0.00077,100.4,Sriharikota Launch Station,4.3,1.720894642
Russia,Military,Communications,LEO,Intermediate,1417.0,1431.0,0.0009,114.3,Plesetsk Cosmodrome,225.0,1.439896633
Russia,Military,Communications,LEO,Intermediate,1417.0,1425.0,0.00051,114.2,Plesetsk Cosmodrome,225.0,1.439896633
Russia,Military,Communications,LEO,Intermediate,1415.0,1419.0,0.00026,114.2,Plesetsk Cosmodrome,225.0,1.439896633
Russia,Military,Communications,LEO,Intermediate,1468.0,1506.0,0.00242,115.7,Plesetsk Cosmodrome,225.0,0.148352986
Russia,Military,Communications,LEO,Intermediate,1466.0,1506.0,0.00255,115.7,Plesetsk Cosmodrome,225.0,1.439896633
Russia,Military,Communications,LEO,Intermediate,1467.0,1503.0,0.00229,115.7,Plesetsk Cosmodrome,225.0,1.439896633
Russia,Military,Communications,LEO,Intermediate,1465.0,1502.0,0.00236,115.6,Plesetsk Cosmodrome,225.0,1.439896633
Russia,Military,Communications,LEO,Intermediate,1471.0,1495.0,0.00153,115.5,Plesetsk Cosmodrome,225.0,1.439896633
Russia,Military,Communications,LEO,Intermediate,1474.0,1495.0,0.00134,115.6,Plesetsk Cosmodrome,225.0,1.439896633
South Korea,Government,Technology Development,LEO,,298.0,1482.0,0.08154,102.77,Naro Space Center,93.0,1.401150324
South Korea,Government,Technology Development,LEO,,593.0,626.0,0.00236,96.88,Dombarovsky Launch Facility,150.0,1.707106541
USA,Military,Technology Development,LEO,Sun-Synchronous,867.0,879.0,0.00083,102.41,Vandenberg AFB,,1.726654229
USA,Military,Technology Development,LEO,,1347.0,1352.0,0.00032,112.68,Cape Canaveral,2240.0,1.012290966
USA,Military,Technology Development,LEO,,1339.0,1351.0,0.00078,112.58,Cape Canaveral,2240.0,1.012290966
India,Civil,Technology Development,LEO,Sun-Synchronous,614.0,634.0,0.00143,97.2,Sriharikota Launch Station,0.85,1.710422667
Japan,Commercial,Communications,GEO,,35778.0,35794.0,0.00019,1436.1,Guiana Space Center,5000.0,0.002094395
Japan,Commercial,Communications,GEO,,35779.0,35793.0,0.00017,1436.09,Guiana Space Center,4051.0,0.000174533
Japan,Commercial,Communications,GEO,,35781.0,35792.0,0.00013,1436.12,Cape Canaveral,3130.0,0.000174533
Japan/USA,Government,Astrophysics,LEO,Intermediate,548.0,558.0,0.00072,95.7,Uchinoura Space Center,1600.0,0.548033385
ESA,Government,Earth Science,LEO,Polar,473.0,476.0,0.00022,93.9,Plesetsk Cosmodrome,468.0,1.523672437
ESA,Government,Earth Science,LEO,Polar,473.0,476.0,0.00022,93.9,Plesetsk Cosmodrome,468.0,1.523672437
ESA,Government,Earth Science,LEO,Polar,486.0,496.0,0.00073,94.0,Plesetsk Cosmodrome,468.0,1.527163095
USA/United Kingdom/Italy,Government/Civil,Astrophysics,LEO,Intermediate,571.0,590.0,0.00137,96.3,Cape Canaveral,1463.0,0.359537826
Switzerland,Civil,Technology Development,LEO,Sun-Synchronous,710.0,720.0,0.00071,99.1,Sriharikota Launch Station,1.0,1.715658655
France,Military,Communications,GEO,,35778.0,35792.0,0.00017,1436.06,Guiana Space Center,3725.0,0.0
France,Military,Communications,GEO,,35772.0,35801.0,0.00034,1436.09,Guiana Space Center,3750.0,0.000523599
USA,Military,Technology Development,Elliptical,,658.0,11836.0,0.44297,235.16,Kodiak Launch Complex,450.0,1.110727536
USA,Military,Technology Development,LEO,,443.0,886.0,0.03149,98.0,Vandenberg AFB,,2.09963109
Germany,Government,Earth Observation,LEO,Sun-Synchronous,507.0,510.0,0.00022,94.8,Baikonur Cosmodrome,1350.0,1.699950691
ESA,Government,Space Physics,Elliptical,Deep Highly Eccentric,17313.0,120961.0,0.68635,3442.0,Baikonur Cosmodrome,1200.0,1.583013632
USA,Government,Communications,GEO,,35768.0,35802.0,0.0004,1436.04,Cape Canaveral,3180.0,0.0286234
USA,Government,Communications,GEO,,35732.0,35844.0,0.00133,1436.18,Cape Canaveral,3454.0,0.122173048
USA,Government,Communications,GEO,,35780.0,35785.0,6e-05,1435.88,Cape Canaveral,3454.0,0.121998515
USA,Government,Communications,GEO,,35693.0,35878.0,0.00219,1436.06,Cape Canaveral,3180.0,0.201236463
USA,Government/Commercial,Communications,GEO,,35773.0,35796.0,0.00027,1436.99,Cape Canaveral,3180.0,0.16406095
USA,Government/Commercial,Communications,GEO,,35773.0,35787.0,0.00017,1435.7,Cape Canaveral,3180.0,0.152541777
USA,Government,Communications,GEO,,35767.0,35803.0,0.00043,1436.04,Cape Canaveral,3180.0,0.185004901
USA,Government,Communications,GEO,,35768.0,35808.0,0.00047,1436.2,Cape Canaveral,3180.0,0.015707963
USA,Government,Communications,GEO,,35768.0,35809.0,0.00049,1436.11,Cape Canaveral,3180.0,0.000349066
Israel,Military,Reconnaissance,LEO,,405.0,580.0,0.01275,94.5,Sriharikota Launch Station,300.0,0.716108592
Indonesia,Commercial,Communications,GEO,,35778.0,35796.0,0.00021,1436.13,Guiana Space Center,2763.0,0.000349066
Indonesia,Commercial,Communications,GEO,,35781.0,35793.0,0.00014,1436.1,Guiana Space Center,1930.0,0.000698132
Canada,Commercial,Communications,GEO,,35774.0,35801.0,0.00032,1436.13,Sea Launch (Odyssey),4010.0,0.000698132
Multinational,Commercial,Communications,GEO,,35773.0,35799.0,0.00031,1436.09,Guiana Space Center,3878.0,0.000872665
Canada,Commercial,Communications,GEO,,35783.0,35791.0,9e-05,1436.1,Baikonur Cosmodrome,4970.0,0.000349066
Multinational,Commercial,Communications,GEO,,35778.0,35795.0,0.0002,1436.1,Sea Launch (Odyssey),4640.0,0.000174533
Germany,Government/Commercial,Remote Sensing,LEO,,507.0,509.0,0.00015,94.8,Baikonur Cosmodrome,1230.0,1.701696021
USA,Commercial,Communications,GEO,,35783.0,35791.0,9e-05,1436.11,Guiana Space Center,6910.0,0.103672558
India,Government/Military,Remote Sensing/Reconnaissance,LEO,,529.0,598.0,0.00498,95.9,Sriharikota Launch Station,1108.0,1.706932008
Germany,Commercial,Technology Development,LEO,Sun-Synchronous,501.0,505.0,0.00029,94.7,Baikonur Cosmodrome,120.0,1.701696021
Thailand,Commercial,Communications,GEO,,35775.0,35798.0,0.00027,1436.1,Guiana Space Center,6505.0,0.0
Thailand,Commercial,Communications,GEO,,35777.0,35796.0,0.00023,1436.1,Guiana Space Center,2800.0,0.000698132
Thailand,Commercial,Communications,GEO,,35786.0,35796.0,0.00012,1436.3,Cape Canaveral,3325.0,0.000872665
Multinational,Government/Civil,Space Physics,Elliptical,,461.0,87304.0,0.86407,1868.98,Cape Canaveral,126.0,0.274016693
Multinational,Government/Civil,Space Physics,Elliptical,,467.0,87260.0,0.8639,1867.91,Cape Canaveral,126.0,0.274016693
Multinational,Government/Civil,Space Physics,Elliptical,,474.0,87526.0,0.86413,1875.53,Cape Canaveral,126.0,0.274016693
Thailand,Government,Earth Observation,LEO,Sun-Synchronous,824.0,826.0,0.00014,101.4,Dombarovsky Launch Facility,750.0,1.722639972
Norway,Commercial,Communications,GEO,,35777.0,35795.0,0.00021,1436.07,Cape Canaveral,1400.0,0.00122173
Norway,Commercial,Communications,GEO,,35773.0,35798.0,0.0003,1436.1,Baikonur Cosmodrome,2024.0,0.000174533
Norway,Commercial,Communications,GEO,,35779.0,35794.0,0.00018,1436.1,Guiana Space Center,3050.0,0.000349066
United Arab Emirates,Commercial,Communications,GEO,,35764.0,35807.0,0.00051,1436.07,Sea Launch (Odyssey),5250.0,0.052185345
United Arab Emirates,Commercial,Communications,GEO,,35766.0,35807.0,0.00049,1436.1,Sea Launch (Odyssey),5180.0,0.101927228
China (PR),Civil,Technology Development,LEO,,464.0,475.0,0.0008,94.0,Taiyuan Launch Center,35.0,1.699950691
China (PR),Government,Technology Development,LEO,,360.0,361.0,7e-05,91.8,Jiuquan Satellite Launch Center,8506.0,0.74700092
China (PR),Government,Earth Observation,LEO,,488.0,504.0,0.00117,94.5,Jiuquan Satellite Launch Center,2500.0,1.699950691
China (PR),Government,Earth Observation,LEO,,485.0,505.0,0.00146,94.5,Jiuquan Satellite Launch Center,2500.0,1.699950691
China (PR),Government,Communications,GEO,,35769.0,35813.0,0.00052,1436.08,Xichang Satellite Launch Center,3750.0,0.001047198
China (PR),Government,Communications,GEO,,37778.0,37794.0,0.00018,1436.1,Xichang Satellite Launch Center,2250.0,0.017453293
China (PR),Government,Communications,GEO,,35768.0,35802.0,0.0004,1436.0,Xichang Satellite Launch Center,2200.0,0.035604717
China (PR),Government,Technology Development,LEO,Sun-Synchronous,456.0,459.0,0.00022,93.7,Taiyuan Launch Center,9.3,1.698205362
USA,Government/Civil,Astrophysics,LEO,Intermediate,612.0,613.0,7e-05,97.0,Vandenberg AFB,587.0,1.293288976
Switzerland,Civil,Technology Development,LEO,Sun-Synchronous,611.0,631.0,0.00143,97.1,Sriharikota Launch Station,1.0,1.710422667
Bolivia,Government,Communications,GEO,,35773.0,35799.0,0.00031,1436.07,Xichang Satellite Launch Center,5000.0,0.004712389
United Kingdom,Government,Earth Observation/Technology Development,LEO,Sun-Synchronous,681.0,704.0,0.00163,98.6,Plesetsk Cosmodrome,120.0,1.708677338
Netherlands,Commercial,Technology Development,LEO,Sun-Synchronous,594.0,764.0,0.01206,98.1,Dombarovsky Launch Facility,2.5,1.705186679
Japan/USA,Government,Earth Observation,LEO,Intermediate,400.0,400.0,0.0,92.6,Tanegashima Space Center,3820.0,0.610865238
USA,Military,Electronic Surveillance,Elliptical,Molniya,1210.0,38740.0,0.71228,709.61,Cape Canaveral,8000.0,1.129228026
Russia,Military,Electronic Surveillance,LEO,Intermediate,844.0,858.0,0.00097,102.0,Baikonur Cosmodrome,3200.0,1.239183769
Austria,Civil,Technology Development,LEO,Sun-Synchronous,770.0,784.0,0.00098,100.3,Satish Dhawan Space Center,14.0,1.720894642
Turkey,Commercial,Communications,GEO,,35778.0,35793.0,0.00018,1436.06,Guiana Space Center,3100.0,0.000174533
USA,Military,Communications,GEO,,35738.0,35834.0,0.00114,1436.1,Cape Canaveral,3200.0,0.034382986
USA,Military,Communications,GEO,,35786.0,35787.0,1e-05,1436.1,Cape Canaveral,3200.0,0.037699112
USA,Military,Communications,GEO,,35766.0,35807.0,0.00049,1436.12,Cape Canaveral,3200.0,0.144338729
USA,Military,Communications,GEO,,35763.0,35775.0,0.00014,1435.22,Cape Canaveral,3200.0,0.058293997
USA,Military,Communications,GEO,,35744.0,35829.0,0.00101,1436.12,Cape Canaveral,3200.0,0.071733032
USA,Military,Communications,GEO,,35738.0,35835.0,0.00115,1436.11,Cape Canaveral,3200.0,0.066147979
USA,Military,Communications,GEO,,35772.0,35794.0,0.00026,1435.94,Cape Canaveral,3206.0,0.091455253
United Kingdom,Government,Earth Observation,LEO,Sun-Synchronous,660.0,662.0,0.00014,98.0,Baikonur Cosmodrome,96.5,1.710422667
Italy,Civil,Scientific Research,LEO,Sun-Synchronous,696.0,795.0,0.00696,99.7,Baikonur Cosmodrome,12.0,1.712167996
Italy,Civil,Scientific Research,LEO,Sun-Synchronous,504.0,640.0,0.0098,97.0,Dombarovsky Launch Facility,12.0,1.706932008
Russia,Military,Early Warning,GEO,,35696.0,35904.0,0.00247,1436.39,Baikonur Cosmodrome,2400.0,0.039444441
Russia,Military,Early Warning,Elliptical,Molniya,542.0,39807.0,0.73961,717.66,Plesetsk Cosmodrome,2400.0,1.09606677
Russia,Military,Early Warning,Elliptical,Molniya,667.0,39697.0,0.73497,717.9,Plesetsk Cosmodrome,2400.0,1.09606677
Russia,Military,Early Warning,Elliptical,Molniya,563.0,39128.0,0.73554,704.3,Plesetsk Cosmodrome,2400.0,1.095892237
Germany,Civil,Communications,LEO,,593.0,700.0,0.00762,97.6,Dombarovsky Launch Facility,1.0,1.706932008
USA,Government,Earth Science,Elliptical,,591.0,30534.0,0.68262,539.06,Cape Canaveral,647.6,0.175056524
USA,Government,Earth Science,Elliptical,,595.0,30657.0,0.68335,541.4,Cape Canaveral,666.0,0.175231057
Singapore,Civil,Technology Development,LEO,,594.0,699.0,0.00748,97.6,Dombarovsky Launch Facility,1.0,1.706932008
Venezuela,Government,Communications,GEO,,35777.0,35796.0,0.00023,1436.1,Xichang Satellite Launch Center,5100.0,0.003665191
USA,Civil,Technology Development,LEO,Sun-Synchronous,494.0,504.0,0.00073,94.6,Wallops Island Flight Facility,1.0,0.706858347
USA,Commercial,Communications/Maritime Tracking,LEO,Sun-Synchronous,847.0,867.0,0.00138,102.1,Sriharikota Launch Station,28.7,0.34906585
USA,Commercial,Communications/Maritime Tracking,LEO,Sun-Synchronous,479.0,490.0,0.0008,94.3,Taiyuan Launch Center,29.0,1.701696021
USA,Commercial,Communications,GEO,,35775.0,35796.0,0.00025,1436.09,Baikonur Cosmodrome,6740.0,0.000698132
Vietnam,Government,Communications,GEO,,35782.0,35791.0,0.00011,1436.1,Guiana Space Center,2600.0,0.000349066
Vietnam,Government,Communications,GEO,,35742.0,35776.0,0.0004,1434.69,Guiana Space Center,2970.0,0.001396263
